request_id,citizen_id,office_id,channel,request_type,category,subcategory,created_at,closed_at,status,priority,satisfaction_rating,resolution_hours,cost_soles,department,province,district,latitude,longitude,contact_email,resolution_hours_calc
REQ-1120,CI-554,OF-001,callcenter,reclamo,transporte,semaforos,2023-01-23 07:00:00,2023-02-01 05:00:00,cerrado,media,4.0,149.0,119.98,La Libertad,Trujillo,Victor Larco,-12.928277,-74.124664,user8687@mail.com,214.0
REQ-1239,CI-686,OF-005,callcenter,consulta,servicios,limpieza,2023-01-23 04:00:00,2023-01-31 10:00:00,cerrado,alta,3.0,219.0,126.43,Cusco,Cusco,Wanchaq,-13.19327,-76.566685,user5264@mail.com,198.0
REQ-1450,CI-881,OF-002,callcenter,consulta,salud,abastecimiento,2023-01-18 14:00:00,2023-01-20 15:00:00,cerrado,baja,2.0,25.0,197.23,Cusco,Cusco,Wanchaq,-13.744581,-74.259515,user8726@mail.com,49.0
REQ-1339,CI-300,OF-001,presencial,consulta,transporte,baches,2023-01-14 08:00:00,2023-01-19 03:00:00,abierto,media,3.0,219.0,57.44,Cusco,Cusco,Wanchaq,-17.689864,-71.925978,user2698@mail.com,115.0
REQ-1422,CI-213,OF-002,presencial,solicitud,salud,citas,2023-01-13 20:00:00,2023-01-23 20:00:00,cerrado,baja,1.0,112.0,104.88,Lima,Lima,San Isidro,-13.406712,-74.998195,user4523@mail.com,240.0
REQ-1356,CI-531,OF-003,otro,reclamo,seguridad,ruidos,2023-01-11 21:00:00,2023-01-13 06:00:00,cerrado,media,2.0,10.0,221.92,Lima,Lima,Miraflores,-16.344112,-72.070453,user2446@mail.com,33.0
REQ-1084,CI-711,OF-001,presencial,solicitud,transporte,baches,2023-01-11 06:00:00,,cerrado,alta,3.0,50.0,11.76,Arequipa,Arequipa,Cayma,,,user2777@mail.com,
REQ-1168,CI-716,OF-005,presencial,queja,servicios,luz,2023-01-10 17:00:00,2023-01-19 20:00:00,en_proceso,baja,3.0,215.0,76.62,La Libertad,Trujillo,Victor Larco,-15.146244,-73.086811,user2390@mail.com,219.0
REQ-1358,CI-719,OF-002,presencial,solicitud,salud,vacunas,2023-01-09 09:00:00,2023-01-16 07:00:00,cerrado,baja,2.0,34.0,296.28,Cusco,Cusco,Wanchaq,-17.297579,-70.561422,user1925@mail.com,166.0
REQ-1365,CI-800,OF-004,callcenter,queja,tributos,predial,2023-01-07 15:00:00,2023-01-14 19:00:00,en_proceso,alta,3.0,198.0,42.71,Arequipa,Arequipa,Cayma,-16.029476,-78.378032,user1176@mail.com,172.0
REQ-1153,CI-439,OF-004,presencial,solicitud,tributos,predial,2023-01-07 11:00:00,2023-01-07 14:00:00,abierto,baja,1.0,37.0,101.7,Lima,Lima,San Isidro,-13.970058,-70.285621,user5897@mail.com,3.0
REQ-1321,CI-752,OF-004,callcenter,solicitud,tributos,predial,2023-01-07 04:00:00,2023-01-11 02:00:00,cerrado,critica,2.0,236.0,129.09,Lima,Lima,San Isidro,-11.836989,-77.873661,user3579@mail.com,94.0
REQ-1049,CI-302,OF-004,email,solicitud,tributos,arbitrios,2023-01-05 22:00:00,2023-01-08 05:00:00,abierto,alta,1.0,148.0,35.61,Arequipa,Arequipa,Cayma,-16.947369,-75.566136,user7497@mail.com,55.0
REQ-1310,CI-632,OF-002,email,queja,salud,vacunas,2023-01-04 11:00:00,2023-01-08 20:00:00,cerrado,baja,2.0,231.0,243.3,Arequipa,Arequipa,Cayma,-15.291207,-78.230541,user2413@mail.com,105.0
REQ-1021,CI-932,OF-002,callcenter,reclamo,salud,abastecimiento,2023-01-03 08:00:00,2023-01-12 12:00:00,anulado,critica,5.0,65.0,279.48,Lima,Lima,Miraflores,-13.770914,-78.267979,user244@mail.com,220.0
REQ-1366,CI-608,OF-003,presencial,queja,seguridad,iluminacion,2023-01-01 04:00:00,2023-01-01 09:00:00,en_proceso,media,2.0,171.0,5.22,Arequipa,Arequipa,Cayma,-12.391923,-74.034826,user2228@mail.com,5.0
REQ-0000,,OF-004,app,reclamo,tributos,multas,2022-01-01 00:00:00,,abierto,alta,,,-1.0,,,,,,,
