request_id,citizen_id,office_id,channel,request_type,category,subcategory,created_at,closed_at,status,priority,satisfaction_rating,resolution_hours,cost_soles,department,province,district,latitude,longitude,contact_email,contact_phone
REQ-1487,CI-566,OF-005,presencial,reclamo,servicios,luz,2023-10-23T16:00:00,2023-10-29T01:00:00,cerrado,baja,1,154,65.41,Lima,Lima,Surco,-14.377951,-74.252057,user1496@mail.com,943842880
REQ-1488,CI-188,OF-003,app,queja,seguridad,iluminacion,,2023-03-31T01:00:00,en_proceso,baja,2,211,50.13,Lima,Lima,Miraflores,-15.515683,-72.634678,user_at_mail.com,996565693
REQ-1489,CI-799,OF-001,email,reclamo,transporte,semaforos,2023-09-26T22:00:00,2023-09-29T07:00:00,cerrado,media,1,,269.61,Cusco,Cusco,Wanchaq,-17.058362,-70.25429,user406@mail.com,978698664
REQ-1490,CI-227,OF-003,presencial,solicitud,seguridad,ruidos,2023-08-27T15:00:00,2023-09-01T00:00:00,cerrado,baja,1,194,254.97,Cusco,Cusco,Wanchaq,-12.757627,-74.655733,user1611@mail.com,abc123
REQ-1491,CI-831,OF-005,email,queja,servicios,luz,2023-10-26T18:00:00,2023-11-02T00:00:00,abierto,baja,5,28,47.45,Lima,Lima,Surco,-14.029338,-74.17755,user2496@mail.com,968228228
REQ-1492,CI-993,OF-003,web,queja,seguridad,ruidos,2024-09-09T05:00:00,2024-09-12T01:00:00,cerrrado,media,2,134,,Arequipa,Arequipa,Cayma,120.123456,-74.078522,user7587@mail.com,916682630
REQ-1493,CI-827,OF-004,presencial,consulta,tributos,multas,2024-08-10T14:00:00,2024-08-14T12:00:00,abierto,alta,3,7,244.05,Lima,Lima,Surco,-14.884718,-71.462949,user1508@mail.com,996167913
REQ-1494,CI-660,OF-004,presencial,solicitud,tributos,arbitrios,2023-08-10T13:00:00,2023-08-14T18:00:00,cerrado,media,9,40,10.25,La Libertad,Trujillo,Victor Larco,-12.763593,-74.24514,user8594@mail.com,973216489
REQ-1495,CI-146,OF-004,app,reclamo,tributos,desconocido,2024-05-16T04:00:00,2024-05-25T05:00:00,anulado,baja,3,171,220.11,La Libertad,Trujillo,Victor Larco,-18.167926,-73.439947,user469@mail.com,918514187
REQ-1496,CI-510,OF-003,presencial,solicitud,seguridad,iluminacion,2023-06-02T17:00:00,2023-06-07T09:00:00,cerrado,baja,2,207,233.74,Lima,Lima,Miraflores,-13.564265,-73.787847,user8125@mail.com,939990206
REQ-1497,CI-950,OF-004,callcenter,solicitud,tributos,multas,2023-06-20T13:00:00,2023-06-23T07:00:00,cerrado,baja,4,8,179.79,Arequipa,Arequipa,Cayma,-17.40586,-69.718638,user7243@mail.com,962647572
REQ-1498,CI-139,OF-999,email,consulta,seguridad,patrullaje,2024-11-04T09:00:00,2024-11-11T08:00:00,abierto,baja,5,209,84.8,Lima,Lima,Surco,-15.746006,-70.768811,user2372@mail.com,984219322
REQ-1499,CI-217,OF-004,email,reclamo,tributos,arbitrios,2023-12-14T02:00:00,2023-12-23T19:00:00,en_proceso,alta,5,29,294.65,Lima,Lima,San Isidro,-13.608434,-77.749569,user878@mail.com,977567852
REQ-1500,CI-668,OF-005,web,reclamo,servicios,limpieza,2023-11-14T20:00:00,2023-11-18T13:00:00,cerrado,baja,9,,139.92,Cusco,Cusco,Wanchaq,-17.883553,-72.662834,user779@mail.com,946534148
REQ-1501,CI-178,,email,queja,tributos,multas,2024-10-14T13:00:00,2024-10-16T22:00:00,en_proceso,baja,5,145,,La Libertad,Trujillo,Victor Larco,-17.62411,-70.054296,user7847@mail.com,942954882
REQ-1502,CI-470,OF-003,callcenter,solicitud,seguridad,ruidos,2024-04-28T04:00:00,2024-05-04T18:00:00,en_proceso,baja,1,154,65.12,Cusco,Cusco,Wanchaq,-14.859941,-76.373054,user7310@mail.com,925613416
REQ-1503,CI-534,OF-002,presencial,queja,salud,vacunas,2024-11-27T03:00:00,2024-11-27T22:00:00,cerrado,media,1,176,104.37,La Libertad,Trujillo,Victor Larco,-13.704686,-75.128661,user4842@mail.com,978633402
REQ-1504,CI-216,OF-002,app,queja,salud,vacunas,2023-12-04T19:00:00,2023-12-07T05:00:00,en_proceso,baja,3,13,131.99,La Libertad,Trujillo,Victor Larco,-17.227469,-77.65231,user8901@mail.com,970621130
REQ-1505,CI-197,OF-005,email,queja,servicios,agua,2024-03-19T02:00:00,2024-03-24T09:00:00,abierto,alta,3,105,301.55,Lima,Lima,Miraflores,-11.545872,-76.698954,user1543@mail.com,932570450
REQ-1506,CI-921,OF-002,app,queja,salud,citas,2023-03-20T15:00:00,2023-03-27T05:00:00,cerrado,baja,5,10,264.01,Lima,Lima,Miraflores,-16.119836,-73.081538,user923@mail.com,942570966
REQ-1507,CI-360,OF-004,app,reclamo,tributos,predial,2024-12-21T05:00:00,2024-12-28T18:00:00,abierto,alta,1,179,189.7,Lima,Lima,San Isidro,120.123456,-76.149919,user4231@mail.com,923108761
REQ-1508,CI-510,OF-005,web,queja,servicios,agua,2023-08-09T19:00:00,2023-08-14T20:00:00,abierto,media,1,123,242.34,Lima,Lima,Miraflores,-14.991894,-76.462734,user4813@mail.com,911503931
REQ-1509,CI-814,OF-005,callcenter,solicitud,servicios,luz,2023-12-26T22:00:00,2024-01-05T11:00:00,cerrado,baja,5,110,230.08,Lima,Lima,Surco,-15.409259,-76.03432,user9437@mail.com,948253012
REQ-1510,CI-533,OF-005,presencial,reclamo,servicios,limpieza,2023-12-22T07:00:00,2023-12-24T19:00:00,en_proceso,baja,3,24,292.17,La Libertad,Trujillo,Victor Larco,120.123456,-71.45808,user3144@mail.com,991715751
REQ-1511,CI-236,OF-005,callcenter,consulta,servicios,agua,2024-04-05T08:00:00,2024-04-07T13:00:00,cerrrado,alta,5,221,121.59,Arequipa,Arequipa,Cayma,-13.954869,-70.076479,user6115@mail.com,991708881
,CI-651,OF-005,email,consulta,servicios,luz,2023-01-17T13:00:00,2023-01-25T01:00:00,abierto,media,1,224,-50.0,Cusco,Cusco,Wanchaq,-14.285578,-77.734968,user4274@mail.com,993379472
REQ-1513,CI-384,OF-003,web,consulta,seguridad,iluminacion,2024-02-23T22:00:00,2024-03-01T02:00:00,cerrado,baja,3,80,15.95,La Libertad,Trujillo,Victor Larco,-13.179087,-76.121358,user2916@mail.com,985294813
REQ-1514,CI-837,OF-001,web,queja,transporte,semaforos,2024-03-25T17:00:00,2024-03-31T21:00:00,en_proceso,baja,5,167,72.94,Lima,Lima,Surco,-13.893907,-73.966564,user6044@mail.com,929787684
REQ-1515,CI-408,OF-003,callcenter,solicitud,seguridad,iluminacion,2024-03-14T05:00:00,2024-03-21T10:00:00,en_proceso,baja,2,101,155.57,Lima,Lima,Surco,-13.532643,-73.915038,user9082@mail.com,991262595
REQ-1516,CI-872,OF-004,presencial,reclamo,tributos,predial,2024-09-28T18:00:00,2024-09-29T09:00:00,cerrado,media,1,147,297.89,La Libertad,Trujillo,Victor Larco,-17.975569,-74.818629,user6528@mail.com,957924901
REQ-1517,CI-883,OF-005,email,solicitud,servicios,luz,2023-03-24T02:00:00,2023-03-29T23:00:00,abierto,alta,5,56,262.11,Cusco,Cusco,Wanchaq,120.123456,-76.009864,user6986@mail.com,920267761
REQ-1518,CI-117,OF-003,callcenter,solicitud,seguridad,ruidos,2023-09-05T19:00:00,2023-09-11T12:00:00,en_proceso,alta,6,65,19.18,Lima,Lima,Miraflores,-16.750914,-77.705845,user6366@mail.com,960478809
REQ-1519,CI-308,OF-001,presencial,consulta,transporte,semaforos,2024-06-01T21:00:00,2024-06-03T22:00:00,abierto,baja,3,51,93.64,Cusco,Cusco,Wanchaq,-13.024612,-73.689394,user1287@mail.com,956877123
REQ-1005,CI-777,OF-002,web,queja,salud,vacunas,2023-05-10T10:00:00,2023-05-12T09:00:00,cerrado,media,4,47,12.5,Lima,Lima,Miraflores,-12.1201,-77.0305,dup@mail.com,912345678
REQ-0000,,OF-004,app,reclamo,tributos,multas,2022-01-01T00:00:00,,abierto,alta,,,-1,,,,,,noemail,999999999
